label,text,length,clean_text
0,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",147,especially since talk boston personal statement lol woulda changed realized said nyc says boston
0,Indeed and by the way it was either or - not both !,51,indeed way either
1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",146,urgent call landline complimentary ibiza holiday cash await collection sae cs po box sk wp ppm
0,Holy living christ what is taking you so long,45,holy living christ taking long
0,Ü thk of wat to eat tonight.,28,thk wat eat tonight
0,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",157,thanx yup coming back sun finish dinner going back hotel time flies tog exactly mth today hope haf many mths come
0,We're on the opposite side from where we dropped you off,56,opposite side dropped
0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,68,yup izzit still raining heavily cos mrt outside
0,Send me your resume:-),22,send resume
0,Gd luck 4 ur exams :-),22,gd luck ur exams
0,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,84,ask next sat make ok lor
0,Sorry that was my uncle. I.ll keep in touch,43,sorry uncle keep touch
0,Saw Guys and Dolls last night with Patrick Swayze it was great,62,saw guys dolls last night patrick swayze great
1,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,135,urgent nd attempt contact prize yesterday still awaiting collection claim call
1,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,158,santa calling would little ones like call santa xmas eve call book time calls ppm last mins www santacalling com
0,Just come home. I don't want u to be miserable,46,come home want miserable
0,I dont know why she.s not getting your messages,47,dont know getting messages
0,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",151,cool tyler take gon na buy drop place later tonight total order quarter got enough
0,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",240,guy car shop flirting got phone number paperwork called texted nervous course may address call boss tell knowing may get fired
0,Reverse is cheating. That is not mathematics.,45,reverse cheating mathematics
0,How do you plan to manage that,30,plan manage
0,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",110,er hello things quite go plan limping slowly home followed aa exhaust hanging
0,Sorry for the delay. Yes masters,32,sorry delay yes masters
0,Call me when u finish then i come n pick u.,43,call finish come pick
1,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,153,private account statement shows unredeemed bonus points claim call identifier code expires
0,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,110,oga left phone home saw ur messages hope good great weekend
0,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",201,worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill
0,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",151,honey pls find much sell predicte nigeria many times used important reply monday
0,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,86,admin building might slightly earlier call reaching
0,"fyi I'm at usf now, swing by the room whenever",46,fyi usf swing room whenever
0,i can call in  &lt;#&gt;  min if thats ok,41,call lt gt min thats ok
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,84,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
0,Ü no home work to do meh... ,28,home work meh
0,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,98,anything valuable situations first getting second loosing
0,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,86,mark taking forever pick prescription pain coming back
0,How's ur paper?,15,ur paper
0,Got smaller capacity one? Quite ex...,37,got smaller capacity one quite ex
1,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,69,check choose babe videos sms shsex netun fgkslpopw fgkslpo
0,Im good! I have been thinking about you...,42,im good thinking
1,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),151,winner ave specially selected receive cash holiday flights inc speak live operator claim min
0,:-) :-),7,
0,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,111,thought bout drink tap spile seven pub gas st broad st canal ok
0,I am going to sleep. I am tired of travel.,42,going sleep tired travel
0,"Haha, just what I was thinkin",29,haha thinkin
0,Yup but it's not giving me problems now so mayb i'll jus leave it...,68,yup giving problems mayb jus leave
0,Lol no. Just trying to make your day a little more interesting,62,lol trying make day little interesting
0,"How long before you get reply, just defer admission til next semester",69,long get reply defer admission til next semester
0,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",139,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
0,Po de :-):):-):-):-). No need job aha.,38,po de need job aha
0,Rats. Hey did u ever vote for the next themes?,46,rats hey ever vote next themes
1,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",152,new mobiles must go txt nokia collect today www tc biz optout gbp mtmsg txtauction
0,I hope your pee burns tonite.,29,hope pee burns tonite
0,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",121,oh rite well im best mate pete went week geva longer week
0,Yay can't wait to party together!,33,yay wait party together
0,....photoshop makes my computer shut down.,42,photoshop makes computer shut
0,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,89,boys made fun today ok problem sent one message fun
0,That's one of the issues but california is okay. No snow so its manageable,74,one issues california okay snow manageable
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,135,private account statement shows un redeemed points call identifier code expires
0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",71,hmmm mayb try shoppin area one forgot name hotel
0,"Awesome, that gonna be soon or later tonight?",45,awesome gon na soon later tonight
0,I need details about that online job.,37,need details online job
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,135,valued vodafone customer computer picked win prize collect easy call
0,Missing you too.pray inshah allah,33,missing pray inshah allah
0,Pls help me tell Ashley that i cant find her number oh,54,pls help tell ashley cant find number oh
0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,69,escape theatre going watch kavalan minutes
0,S.this will increase the chance of winning.,43,increase chance winning
0,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,81,either way works lt gt years old hope doesnt bother
0,Maybe you should find something else to do instead???,53,maybe find something else instead
0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,76,gain rights wife dont demand trying husband lets see
0,I liked your new house,22,liked new house
0,I'm fine. Hope you are also,27,fine hope also
0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",109,also north carolina texas atm would go gre site pay test results sent
0,Same to u...,12,
0,yes baby! I need to stretch open your pussy!,44,yes baby need stretch open pussy
0,Thanks  and ! Or bomb and date as my phone wanted to say! ,58,thanks bomb date phone wanted say
0,Ok...,5,ok
0,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",121,hey guy know breathing neck get bud anyway able get half track usf tonight
0,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",152,response one powerful weapon occupy place others heart always give response cares gud night swt dreams take care
0,Nokia phone is lovly..,22,nokia phone lovly
1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,159,free message thanks using auction subscription service msgrcvd skip auction txt unsubscribe txt stop customercare
1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,95,bored housewives chat date bt national rate min landlines
0,Sorry da..today i wont come to play..i have driving clas..,58,sorry da today wont come play driving clas
